SLAMBench Report run started:	2020-02-12 09:24:22

Properties:
=================

frame-limit: 0
log-file: logfile.txt
input: datasets/ICL_NUIM/living_room_traj2_loop.slam
load-slam-library: ./build/lib/libkfusion-cpp-library.dylib
dse: false
help: false
realtime-mode: false
realtime-multiplier: 1
file-output: 
RGB-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-disparity-params: 0.001,0
Grey-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
load-filter-library: ./build/lib/libint-skip-flow-filter.dylib
compute-size-ratio: 1
integration-rate: 2
tracking-rate: 1
rendering-rate: 4
icp-threshold: 1e-05
mu: 0.1
volume-size: 8,8,8
volume-direction: 4,4,4
volume-resolution: 256,256,256
pyramid-level1: 10
pyramid-level2: 5
pyramid-level3: 4
skip-threshold: 0.0009

Statistics:
=================

Frame Number	Timestamp	AbsoluteError	MeanATE	MaxATE	RPE_RMSE	Duration_Frame	Duration_Preprocessing	Duration_Tracking	Duration_Integration	Duration_Raycasting	Duration_Render	CPU_Memory	GPU_Memory	X	Y	Z
11	0.4000000000	0.0022589520	0.0022919418	0.0055015511	0.0033576236	0.6501320000	0.0786990000	0.0522280000	0.0413670000	0.4755720000	0.0022240000	0	0	3.9919445515	4.0017886162	4.0016002655
12	0.4400000000	0.0022641739	0.0022896278	0.0055015511	0.0034313336	0.6151360000	0.0921770000	0.0430780000	0.0000000000	0.4776860000	0.0021530000	0	0	3.9918572903	4.0017395020	4.0008211136
13	0.4800000000	0.0022805610	0.0022889304	0.0055015511	0.0034363232	1.1273000000	0.0812230000	0.0438030000	0.0414310000	0.4776350000	0.4831560000	0	0	3.9894258976	4.0015444756	4.0013942719
14	0.5200000000	0.0023245795	0.0022914767	0.0055015511	0.0033244090	0.6658110000	0.0797380000	0.1063360000	0.0000000000	0.4774820000	0.0022150000	0	0	3.9894297123	4.0028066635	4.0008144379
15	0.5600000000	0.0023152155	0.0022930593	0.0055015511	0.0032122953	0.6560950000	0.0806390000	0.0501400000	0.0416880000	0.4813580000	0.0022280000	0	0	3.9863409996	4.0038952827	4.0015859604
16	0.6000000000	0.0023966364	0.0022995329	0.0055015511	0.0031281626	0.6539480000	0.0917660000	0.0640850000	0.0000000000	0.4955260000	0.0025250000	0	0	3.9871170521	4.0023283958	4.0005326271
17	0.6400000000	0.0024171770	0.0023064531	0.0055015511	0.0030498995	1.1390130000	0.0806920000	0.0508170000	0.0416110000	0.4817460000	0.4840990000	0	0	3.9851157665	4.0009016991	3.9991016388
18	0.6800000000	0.0024460810	0.0023142102	0.0055015511	0.0029601015	0.6182990000	0.0821570000	0.0541930000	0.0000010000	0.4796540000	0.0022260000	0	0	3.9835417271	4.0011630058	4.0000801086
19	0.7200000000	0.0024325005	0.0023204360	0.0055015511	0.0029192998	0.6508930000	0.0802230000	0.0495310000	0.0413090000	0.4775540000	0.0022290000	0	0	3.9820523262	4.0014052391	3.9996454716
20	0.7600000000	0.0025416587	0.0023314972	0.0055015511	0.0029368953	0.6052340000	0.0824190000	0.0435860000	0.0000000000	0.4769640000	0.0022160000	0	0	3.9790830612	4.0002136230	3.9993202686
21	0.8000000000	0.0025807053	0.0023433642	0.0055015511	0.0028725928	1.1488050000	0.0931080000	0.0524550000	0.0416380000	0.4768930000	0.4846620000	0	0	3.9761929512	4.0010929108	3.9996607304
22	0.8400000000	0.0028562606	0.0023666777	0.0055015511	0.0028130201	0.6060240000	0.0798830000	0.0455440000	0.0000000000	0.4783010000	0.0022430000	0	0	3.9707212448	4.0004558563	3.9992079735
23	0.8800000000	0.0028551938	0.0023879175	0.0055015511	0.0027483784	0.6879710000	0.0965970000	0.0550010000	0.0427160000	0.4911140000	0.0024910000	0	0	3.9713082314	3.9995715618	3.9975645542
24	0.9200000000	0.0028111078	0.0024055505	0.0055015511	0.0026883298	0.6095360000	0.0810050000	0.0427260000	0.0000010000	0.4833860000	0.0023720000	0	0	3.9629046917	4.0010108948	3.9969229698
25	0.9600000000	0.0027976024	0.0024212325	0.0055015511	0.0026601784	1.1466500000	0.0798680000	0.0443480000	0.0413850000	0.4856790000	0.4953160000	0	0	3.9617183208	4.0022773743	3.9961576462
26	1.0000000000	0.0028472953	0.0024376196	0.0055015511	0.0026079033	0.6288850000	0.0932440000	0.0517340000	0.0000000000	0.4815310000	0.0023280000	0	0	3.9554529190	4.0008077621	3.9970505238
27	1.0400000000	0.0026989488	0.0024472984	0.0055015511	0.0026330710	0.6536920000	0.0821120000	0.0493690000	0.0418750000	0.4779990000	0.0022910000	0	0	3.9496526718	4.0000433922	3.9948580265
28	1.0800000000	0.0027757999	0.0024590306	0.0055015511	0.0027071622	0.6284420000	0.0844540000	0.0609770000	0.0000000000	0.4806390000	0.0023220000	0	0	3.9448726177	4.0019135475	3.9945604801
29	1.1200000000	0.0027224279	0.0024681133	0.0055015511	0.0027849895	1.1453000000	0.0802940000	0.0584680000	0.0417870000	0.4793440000	0.4853630000	0	0	3.9388141632	4.0020322800	3.9917833805
30	1.1600000000	0.0029723723	0.0024849219	0.0055015511	0.0027877223	0.6187280000	0.0841660000	0.0522310000	0.0000010000	0.4800090000	0.0022720000	0	0	3.9293599129	4.0014410019	3.9938361645
31	1.2000000000	0.0028923196	0.0024980638	0.0055015511	0.0027640898	0.6796700000	0.0951430000	0.0609240000	0.0424370000	0.4788490000	0.0022650000	0	0	3.9227764606	4.0022115707	3.9920413494
32	1.2400000000	0.0029370915	0.0025117834	0.0055015511	0.0027640858	0.6197130000	0.0821880000	0.0516400000	0.0000000000	0.4836120000	0.0022250000	0	0	3.9160673618	4.0025391579	3.9897453785
33	1.2800000000	0.0029342324	0.0025245849	0.0055015511	0.0028064623	1.1395560000	0.0793700000	0.0516210000	0.0417120000	0.4804620000	0.4863410000	0	0	3.9104619026	4.0022311211	3.9895095825
34	1.3200000000	0.0028950730	0.0025354816	0.0055015511	0.0027797242	0.6192890000	0.0830620000	0.0524090000	0.0000000000	0.4815790000	0.0021680000	0	0	3.8820011616	4.0016937256	3.9892096519
35	1.3600000000	0.0030741547	0.0025508723	0.0055015511	0.0030460693	0.6676200000	0.0917670000	0.0491990000	0.0421470000	0.4821500000	0.0022950000	0	0	3.8787074089	4.0025601387	3.9865641594
36	1.4000000000	0.0030332129	0.0025642706	0.0055015511	0.0035562982	0.6159540000	0.0794400000	0.0524170000	0.0000000000	0.4818710000	0.0021760000	0	0	3.8730514050	4.0033059120	3.9847660065
37	1.4400000000	0.0030157461	0.0025764726	0.0055015511	0.0035938777	1.1735360000	0.0942630000	0.0613520000	0.0435000000	0.4823770000	0.4919810000	0	0	3.8621103764	4.0013189316	3.9860284328
38	1.4800000000	0.0032005347	0.0025928953	0.0055015511	0.0035536177	0.6184180000	0.0795370000	0.0542320000	0.0000000000	0.4823230000	0.0022700000	0	0	3.8505403996	4.0007658005	3.9867577553
39	1.5200000000	0.0032575962	0.0026099389	0.0055015511	0.0035108798	0.6476350000	0.0782560000	0.0428150000	0.0430030000	0.4812310000	0.0022790000	0	0	3.8474044800	4.0001392365	3.9834115505
40	1.5600000000	0.0033195622	0.0026276795	0.0055015511	0.0034941276	0.6094680000	0.0811690000	0.0434680000	0.0000000000	0.4825460000	0.0022270000	0	0	3.8375029564	3.9985287189	3.9840970039
41	1.6000000000	0.0033402247	0.0026450587	0.0055015511	0.0035145879	1.1622330000	0.0823430000	0.0563300000	0.0425590000	0.4895680000	0.4913730000	0	0	3.8271043301	3.9974167347	3.9858510494
42	1.6400000000	0.0033453396	0.0026617320	0.0055015511	0.0034757774	0.6160340000	0.0841780000	0.0439250000	0.0000000000	0.4855870000	0.0022850000	0	0	3.8137385845	3.9989142418	3.9880647659
43	1.6800000000	0.0033309176	0.0026772945	0.0055015511	0.0034549186	0.6677490000	0.0787940000	0.0505280000	0.0423050000	0.4934570000	0.0026020000	0	0	3.8069241047	3.9993524551	3.9914381504
44	1.7200000000	0.0033258300	0.0026920339	0.0055015511	0.0034860683	0.6356450000	0.0810240000	0.0461410000	0.0000010000	0.5059900000	0.0024220000	0	0	3.8006076813	3.9986841679	3.9893238544
45	1.7600000000	0.0033450893	0.0027065463	0.0055015511	0.0035048405	1.1686510000	0.0912910000	0.0527700000	0.0421200000	0.4858310000	0.4965750000	0	0	3.7922329903	4.0006747246	3.9930381775
46	1.8000000000	0.0034082141	0.0027217999	0.0055015511	0.0035113751	0.6187780000	0.0811380000	0.0547130000	0.0000000000	0.4805700000	0.0022950000	0	0	3.7862722874	4.0012898445	3.9931361675
47	1.8400000000	0.0034266224	0.0027367961	0.0055015511	0.0036170776	0.6508550000	0.0800340000	0.0426760000	0.0423930000	0.4832550000	0.0024420000	0	0	3.7832624912	3.9994781017	3.9928357601
48	1.8800000000	0.0033781717	0.0027501581	0.0055015511	0.0036604927	0.6130720000	0.0782600000	0.0517830000	0.0000000000	0.4807290000	0.0022410000	0	0	3.7786982059	3.9991884232	3.9939424992
49	1.9200000000	0.0035794692	0.0027670828	0.0055015511	0.0036222880	1.1358650000	0.0779040000	0.0450660000	0.0426130000	0.4819510000	0.4882760000	0	0	3.7715673447	4.0004119873	3.9947512150
50	1.9600000000	0.0035761660	0.0027832645	0.0055015511	0.0036079389	0.6292530000	0.0896910000	0.0523680000	0.0000000000	0.4848920000	0.0022430000	0	0	3.7572417259	4.0000801086	3.9996907711
51	2.0000000000	0.0035184498	0.0027976799	0.0055015511	0.0035822168	0.6567850000	0.0774940000	0.0516950000	0.0422690000	0.4830230000	0.0022480000	0	0	3.7588238716	3.9999413490	3.9966940880
52	2.0400000000	0.0035658584	0.0028124526	0.0055015511	0.0035470793	0.6178370000	0.0772780000	0.0552290000	0.0000000000	0.4830220000	0.0022440000	0	0	3.7548794746	4.0003604889	3.9959802628
53	2.0800000000	0.0034984914	0.0028253967	0.0055015511	0.0035916365	1.1574770000	0.0771270000	0.0605030000	0.0439910000	0.4846020000	0.4911900000	0	0	3.7528636456	3.9979722500	3.9927272797
54	2.1200000000	0.0036599229	0.0028408509	0.0055015511	0.0036670465	0.6072160000	0.0797640000	0.0434220000	0.0000010000	0.4817960000	0.0021750000	0	0	3.7398264408	3.9965598583	3.9985260963
55	2.1600000000	0.0035320045	0.0028534173	0.0055015511	0.0037614678	0.6576680000	0.0791260000	0.0517220000	0.0423580000	0.4822300000	0.0021770000	0	0	3.7374927998	3.9971909523	3.9982166290
56	2.2000000000	0.0036828937	0.0028682294	0.0055015511	0.0037688486	0.6336740000	0.0922470000	0.0534950000	0.0000000000	0.4854370000	0.0024260000	0	0	3.7176365852	3.9976880550	4.0073919296
57	2.2400000000	0.0038219409	0.0028849612	0.0055015511	0.0037478134	1.1437260000	0.0774240000	0.0512860000	0.0422850000	0.4816420000	0.4910290000	0	0	3.7128336430	3.9951205254	4.0079889297
58	2.2800000000	0.0036937215	0.0028989053	0.0055015511	0.0037568757	0.6189600000	0.0803730000	0.0538080000	0.0000000000	0.4825430000	0.0021720000	0	0	3.7034838200	3.9942696095	4.0107660294
59	2.3200000000	0.0038727783	0.0029154116	0.0055015511	0.0038958470	0.6561460000	0.0899370000	0.0407960000	0.0425170000	0.4806040000	0.0022320000	0	0	3.6893458366	3.9967958927	4.0165219307
60	2.3600000000	0.0038597416	0.0029311505	0.0055015511	0.0040110076	0.6080490000	0.0782580000	0.0451610000	0.0000000000	0.4822650000	0.0023060000	0	0	3.6862196922	3.9950752258	4.0145807266
61	2.4000000000	0.0038700569	0.0029465424	0.0055015511	0.0041278623	1.1500300000	0.0765160000	0.0498180000	0.0424330000	0.4837140000	0.4974770000	0	0	3.6794519424	3.9935913086	4.0143718719
62	2.4400000000	0.0038843427	0.0029616682	0.0055015511	0.0042928835	0.6261770000	0.0794920000	0.0497510000	0.0000010000	0.4943580000	0.0024840000	0	0	3.6557705402	3.9940500259	4.0246839523
63	2.4800000000	0.0039063301	0.0029766628	0.0055015511	0.0044369082	0.6726210000	0.0883890000	0.0518940000	0.0423060000	0.4877000000	0.0022600000	0	0	3.6470942497	3.9929685593	4.0258569717
64	2.5200000000	0.0039120424	0.0029912781	0.0055015511	0.0047971170	0.6206320000	0.0790930000	0.0535200000	0.0000010000	0.4857070000	0.0022340000	0	0	3.6345658302	3.9940986633	4.0304179192
65	2.5600000000	0.0039092205	0.0030054003	0.0055015511	0.0051042168	1.1596940000	0.0896330000	0.0518740000	0.0425510000	0.4844470000	0.4911040000	0	0	3.6207087040	3.9939813614	4.0341448784
66	2.6000000000	0.0040721400	0.0030215630	0.0055015511	0.0051951018	0.6076310000	0.0767020000	0.0436630000	0.0000010000	0.4850310000	0.0021650000	0	0	3.6102135181	3.9952826500	4.0361313820
67	2.6400000000	0.0041016834	0.0030376842	0.0055015511	0.0052462365	0.6627740000	0.0790460000	0.0540290000	0.0426100000	0.4847880000	0.0022230000	0	0	3.6000037193	3.9977262020	4.0384044647
68	2.6800000000	0.0043081949	0.0030563682	0.0055015511	0.0052293981	0.6321630000	0.0894980000	0.0517010000	0.0000000000	0.4886680000	0.0022200000	0	0	3.5890214443	3.9976375103	4.0377349854
69	2.7200000000	0.0043247179	0.0030747501	0.0055015511	0.0051927484	1.1651560000	0.0894780000	0.0516320000	0.0425660000	0.4870800000	0.4943190000	0	0	3.5794913769	3.9978690147	4.0422301292
70	2.7600000000	0.0044273194	0.0030940725	0.0055015511	0.0051651205	0.6313320000	0.0890930000	0.0515380000	0.0000010000	0.4884550000	0.0021590000	0	0	3.5706284046	3.9997220039	4.0418829918
71	2.8000000000	0.0044263359	0.0031128368	0.0055015511	0.0052162421	0.6510380000	0.0766840000	0.0430640000	0.0427710000	0.4862870000	0.0021550000	0	0	3.5634377003	4.0003209114	4.0388045311
72	2.8400000000	0.0047300691	0.0031352984	0.0055015511	0.0058997149	0.6240700000	0.0785340000	0.0530550000	0.0000000000	0.4900360000	0.0023690000	0	0	3.5476479530	4.0055451393	4.0417685509
73	2.8800000000	0.0047880821	0.0031579392	0.0055015511	0.0059716832	1.1664000000	0.0768750000	0.0512140000	0.0432040000	0.4917880000	0.5032330000	0	0	3.5377209187	4.0069355965	4.0434455872
74	2.9200000000	0.0048688161	0.0031810592	0.0055015511	0.0060621741	0.6325380000	0.0899070000	0.0536010000	0.0000000000	0.4867710000	0.0021840000	0	0	3.5356769562	4.0086240768	4.0402965546
75	2.9600000000	0.0050445120	0.0032059052	0.0055015511	0.0061161720	0.6649760000	0.0784970000	0.0535930000	0.0430850000	0.4875600000	0.0021680000	0	0	3.5345199108	4.0122652054	4.0375251770
76	3.0000000000	0.0050753532	0.0032305032	0.0055015511	0.0061503616	0.6170960000	0.0765870000	0.0502930000	0.0000010000	0.4880590000	0.0020820000	0	0	3.5365347862	4.0153913498	4.0294241905
77	3.0400000000	0.0048940112	0.0032521072	0.0055015511	0.0061735359	1.1642900000	0.0897300000	0.0415390000	0.0431190000	0.4896570000	0.5001500000	0	0	3.5357229710	4.0158758163	4.0226511955
78	3.0800000000	0.0045078169	0.0032682061	0.0055015511	0.0061426588	0.6267460000	0.0781440000	0.0521180000	0.0000010000	0.4942850000	0.0021190000	0	0	3.5368659496	4.0172095299	4.0154652596
79	3.1200000000	0.0043801977	0.0032822819	0.0055015511	0.0061045546	0.6685170000	0.0890740000	0.0437420000	0.0434720000	0.4900360000	0.0021140000	0	0	3.5297675133	4.0203051567	4.0133032799
80	3.1600000000	0.0041195103	0.0032927473	0.0055015511	0.0060691229	0.6366320000	0.0891950000	0.0515270000	0.0000010000	0.4937070000	0.0021160000	0	0	3.5258750916	4.0231771469	4.0096049309
81	3.2000000000	0.0041722963	0.0033036059	0.0055015511	0.0060410938	1.2346980000	0.0888260000	0.1002110000	0.0440720000	0.4932620000	0.5082460000	0	0	3.5140287876	4.0221834183	4.0126156807
82	3.2400000000	0.0044058184	0.0033170475	0.0055015511	0.0060492234	0.6281550000	0.0756310000	0.0575930000	0.0000000000	0.4927470000	0.0021030000	0	0	3.5058395863	4.0223259926	4.0121946335
83	3.2800000000	0.0043075490	0.0033289813	0.0055015511	0.0060867384	0.6609610000	0.0777610000	0.0441850000	0.0440390000	0.4927990000	0.0020980000	0	0	3.4979178905	4.0244045258	4.0090570450
84	3.3200000000	0.0042933626	0.0033404620	0.0055015511	0.0060776027	0.6234830000	0.0760470000	0.0513510000	0.0000010000	0.4939400000	0.0020690000	0	0	3.4851734638	4.0234212875	4.0093340874
85	3.3600000000	0.0045061954	0.0033541765	0.0055015511	0.0060684310	1.1819370000	0.0766570000	0.0580550000	0.0443850000	0.4917960000	0.5109600000	0	0	3.4719917774	4.0243120193	4.0097441673
86	3.4000000000	0.0045118984	0.0033676384	0.0055015511	0.0061073249	0.6237670000	0.0778650000	0.0508190000	0.0000010000	0.4929450000	0.0020580000	0	0	3.4569852352	4.0252122879	4.0138039589
87	3.4400000000	0.0041984711	0.0033771882	0.0055015511	0.0062320287	0.6747430000	0.0756570000	0.0594170000	0.0443740000	0.4930760000	0.0021340000	0	0	3.4468982220	4.0239338875	4.0134758949
88	3.4800000000	0.0038761455	0.0033828582	0.0055015511	0.0063827156	0.6179760000	0.0778340000	0.0446520000	0.0000000000	0.4933990000	0.0020050000	0	0	3.4334392548	4.0241994858	4.0137124062
89	3.5200000000	0.0040151877	0.0033899630	0.0055015511	0.0065287073	1.1887770000	0.0808200000	0.0569050000	0.0444690000	0.4924480000	0.5140480000	0	0	3.4244003296	4.0244159698	4.0138211250
90	3.5600000000	0.0044031981	0.0034012211	0.0055015511	0.0066375798	0.6204020000	0.0758960000	0.0477990000	0.0000010000	0.4946740000	0.0019530000	0	0	3.4174854755	4.0226683617	4.0125918388
91	3.6000000000	0.0041566924	0.0034095230	0.0055015511	0.0066781095	0.6651890000	0.0786480000	0.0477460000	0.0446030000	0.4921150000	0.0019940000	0	0	3.4026193619	4.0213522911	4.0156269073
92	3.6400000000	0.0042276653	0.0034184159	0.0055015511	0.0066900431	0.6341320000	0.0888310000	0.0468190000	0.0000000000	0.4962420000	0.0020940000	0	0	3.3875219822	4.0234832764	4.0208239555
93	3.6800000000	0.0041637290	0.0034264300	0.0055015511	0.0066694310	1.1862380000	0.0758720000	0.0485840000	0.0468240000	0.4985570000	0.5163130000	0	0	3.3825414181	4.0226359367	4.0174231529
94	3.7200000000	0.0040693246	0.0034332693	0.0055015511	0.0066415418	0.6296500000	0.0773800000	0.0564690000	0.0000010000	0.4936740000	0.0020330000	0	0	3.3752577305	4.0201745033	4.0169801712
95	3.7600000000	0.0041937376	0.0034412742	0.0055015511	0.0066270330	0.6673070000	0.0775120000	0.0502010000	0.0448870000	0.4925660000	0.0020540000	0	0	3.3623626232	4.0215334892	4.0235376358
96	3.8000000000	0.0041481135	0.0034486371	0.0055015511	0.0065993321	0.6283370000	0.0775670000	0.0560670000	0.0000000000	0.4926900000	0.0019240000	0	0	3.3520479202	4.0210266113	4.0231170654
97	3.8400000000	0.0042966479	0.0034573795	0.0055015511	0.0065655555	1.1933270000	0.0878160000	0.0496930000	0.0454860000	0.4933350000	0.5169060000	0	0	3.3467411995	4.0183119774	4.0250158310
98	3.8800000000	0.0042435187	0.0034654013	0.0055015511	0.0065401576	0.6461270000	0.0877580000	0.0482850000	0.0000010000	0.5077390000	0.0022480000	0	0	3.3321287632	4.0176334381	4.0290899277
99	3.9200000000	0.0043203272	0.0034740370	0.0055015511	0.0065129732	0.6655510000	0.0766960000	0.0494840000	0.0447520000	0.4925210000	0.0020060000	0	0	3.3266921043	4.0190477371	4.0322299004
100	3.9600000000	0.0044253892	0.0034835505	0.0055015511	0.0064802173	0.6179400000	0.0758930000	0.0479150000	0.0000010000	0.4920890000	0.0019560000	0	0	3.3185496330	4.0186219215	4.0362696648
101	4.0000000000	0.0041726893	0.0034903736	0.0055015511	0.0064505334	1.2059780000	0.0781130000	0.0637210000	0.0451600000	0.4942440000	0.5246440000	0	0	3.3094899654	4.0169072151	4.0422902107
102	4.0400000000	0.0041463682	0.0034968050	0.0055015511	0.0064299249	0.6283540000	0.0794650000	0.0476500000	0.0000000000	0.4990840000	0.0020570000	0	0	3.3058989048	4.0154061317	4.0439100266
103	4.0800000000	0.0041686101	0.0035033273	0.0055015511	0.0063992467	0.6651650000	0.0757970000	0.0487560000	0.0454580000	0.4930750000	0.0019830000	0	0	3.2951936722	4.0149874687	4.0505418777
104	4.1200000000	0.0042536259	0.0035105418	0.0055015511	0.0063736932	0.6171060000	0.0767620000	0.0483190000	0.0000010000	0.4899390000	0.0019940000	0	0	3.2826068401	4.0132412910	4.0633516312
105	4.1600000000	0.0042670611	0.0035177467	0.0055015511	0.0063732737	1.1767450000	0.0769080000	0.0491300000	0.0455370000	0.4896080000	0.5154630000	0	0	3.2798745632	4.0129694939	4.0651140213
106	4.2000000000	0.0042519546	0.0035246732	0.0055015511	0.0063807497	0.6164650000	0.0759770000	0.0489690000	0.0000000000	0.4894440000	0.0019740000	0	0	3.2734243870	4.0136265755	4.0701704025
107	4.2400000000	0.0043523684	0.0035324087	0.0055015511	0.0063642840	0.6836550000	0.0770420000	0.0471840000	0.0458920000	0.5112640000	0.0021720000	0	0	3.2732272148	4.0103826523	4.0664892197
108	4.2800000000	0.0040824749	0.0035375019	0.0055015511	0.0063355006	0.6326930000	0.0888990000	0.0487740000	0.0000010000	0.4926390000	0.0022760000	0	0	3.2631123066	4.0093379021	4.0749449730
109	4.3200000000	0.0042370302	0.0035439196	0.0055015511	0.0063172163	1.1898150000	0.0772570000	0.0546910000	0.0455400000	0.4905650000	0.5216620000	0	0	3.2616040707	4.0093727112	4.0760278702
110	4.3600000000	0.0045651752	0.0035532037	0.0055015511	0.0063272372	0.6287850000	0.0886820000	0.0477470000	0.0000010000	0.4903150000	0.0019520000	0	0	3.2542734146	4.0088281631	4.0843935013
111	4.4000000000	0.0043248455	0.0035601554	0.0055015511	0.0063263718	0.6853750000	0.0890960000	0.0546320000	0.0454940000	0.4938500000	0.0022020000	0	0	3.2475299835	4.0074939728	4.0910854340
112	4.4400000000	0.0043372642	0.0035670939	0.0055015511	0.0063277155	0.6217990000	0.0777510000	0.0474480000	0.0000000000	0.4942210000	0.0022740000	0	0	3.2396156788	4.0080847740	4.0989565849
113	4.4800000000	0.0044071907	0.0035745284	0.0055015511	0.0063347246	1.1938910000	0.0786840000	0.0491180000	0.0454460000	0.4933560000	0.5271880000	0	0	3.2355160713	4.0079350471	4.1031627655
114	4.5200000000	0.0044070743	0.0035818314	0.0055015511	0.0063809577	0.6155530000	0.0784450000	0.0476110000	0.0000010000	0.4874370000	0.0019640000	0	0	3.2246799469	4.0078353882	4.1154494286
115	4.5600000000	0.0044499314	0.0035893801	0.0055015511	0.0064042073	0.6571790000	0.0755190000	0.0473640000	0.0460680000	0.4861320000	0.0019980000	0	0	3.2240977287	4.0077090263	4.1172904968
116	4.6000000000	0.0044587501	0.0035968747	0.0055015511	0.0064448155	0.6295210000	0.0878490000	0.0419640000	0.0000010000	0.4974440000	0.0021610000	0	0	3.2136869431	4.0103359222	4.1293349266
117	4.6400000000	0.0045406483	0.0036049411	0.0055015511	0.0064524190	1.1663720000	0.0775410000	0.0418880000	0.0457380000	0.4854630000	0.5156380000	0	0	3.2061164379	4.0132846832	4.1397881508
118	4.6800000000	0.0045140842	0.0036126457	0.0055015511	0.0064252216	0.6336070000	0.0788130000	0.0527900000	0.0000010000	0.4997760000	0.0021200000	0	0	3.2004292011	4.0117287636	4.1439862251
119	4.7200000000	0.0043879850	0.0036191612	0.0055015511	0.0064032651	0.6599700000	0.0782010000	0.0471910000	0.0460090000	0.4864960000	0.0019750000	0	0	3.1939742565	4.0112414360	4.1509838104
120	4.7600000000	0.0043916288	0.0036255984	0.0055015511	0.0063785361	0.6616740000	0.0783110000	0.0956680000	0.0000000000	0.4856600000	0.0019350000	0	0	3.1871032715	4.0125875473	4.1592216492
121	4.8000000000	0.0042435504	0.0036307055	0.0055015511	0.0063613568	1.1815370000	0.0782130000	0.0573960000	0.0459840000	0.4850810000	0.5147530000	0	0	3.1776585579	4.0120449066	4.1769504547
122	4.8400000000	0.0044044182	0.0036370474	0.0055015511	0.0063388899	0.6084310000	0.0782110000	0.0452610000	0.0000010000	0.4829050000	0.0019520000	0	0	3.1762087345	4.0135517120	4.1777997017
123	4.8800000000	0.0044389884	0.0036435672	0.0055015511	0.0063168011	0.6624080000	0.0755510000	0.0563940000	0.0470950000	0.4813050000	0.0019580000	0	0	3.1705729961	4.0177226067	4.1841802597
